Orde_ ID;Order_Number;Week;Date_Time;Comment;Merchandise_Revenue;Payment_Method;PO_ ID;Rating;Reasons;Shipping_Type;State
191649;14320;2;06/01/2017 17:47;;48,67 ;;21;5;;receber;SP
191650;14321;2;06/01/2017 17:48;;29,66 ;;21;;;receber;SP
191675;14346;2;06/01/2017 19:17;;51,65 ;;21;5;;receber;SP
191676;14347;2;06/01/2017 19:21;;31,15 ;;21;5;;receber;SP
191677;14348;2;06/01/2017 19:22;;115,01 ;;27;5;;receber;SP
191695;14366;2;06/01/2017 20:07;;43,92 ;;24;;;receber;SP
191700;14371;2;06/01/2017 20:21;;33,54 ;;21;;;receber;SP
191701;14372;2;06/01/2017 20:26;;29,83 ;;21;5;;receber;SP
191719;14390;2;06/01/2017 21:13;;42,05 ;;21;;;receber;SP
191720;14391;2;06/01/2017 21:16;;52,70 ;;21;5;;receber;SP
191721;14392;2;06/01/2017 21:21;;35,95 ;;21;5;;receber;SP
191746;14417;2;06/01/2017 23:34;;28,10 ;;21;5;;receber;SP
191747;14418;2;06/01/2017 23:36;;59,76 ;;26;4;;receber;SP
191748;14419;2;06/01/2017 23:39;;55,42 ;;30;5;;receber;SP
191766;14437;2;07/01/2017 10:53;;57,50 ;;18;;;receber;SP
191771;14442;2;07/01/2017 11:20;;62,30 ;;21;5;;receber;SP
191775;14446;2;07/01/2017 11:36;;97,34 ;;18;4;;receber;SP
191790;14461;2;07/01/2017 13:27;;35,42 ;;30;;;receber;SP
191791;14462;2;07/01/2017 13:38;;52,70 ;;21;5;;receber;SP
191795;14466;2;07/01/2017 14:33;;42,05 ;;24;5;;receber;SP
191817;14488;2;07/01/2017 16:25;;48,82 ;;25;5;;receber;SP
191818;14489;2;07/01/2017 16:26;;196,38 ;;21;;;receber;SP
191819;14490;2;07/01/2017 16:27;;34,46 ;;21;5;;receber;SP
191914;14585;2;07/01/2017 21:21;;68,93 ;;30;;;receber;SP
191922;14593;2;07/01/2017 21:42;;32,54 ;;25;;;retirar;SP
191923;14594;2;07/01/2017 21:43;;42,05 ;;29;5;;receber;SP
191938;14609;2;07/01/2017 22:27;;102,75 ;;27;5;;receber;SP
191942;14613;2;07/01/2017 22:53;;57,41 ;;25;5;;receber;SP
191943;14614;2;07/01/2017 23:04;;32,45 ;;28;5;;receber;SP
191965;14636;2;08/01/2017 10:13;;29,88 ;;25;5;;receber;SP
191966;14637;2;08/01/2017 10:43;;39,26 ;;30;5;;receber;SP
191967;14638;2;08/01/2017 10:48;;28,99 ;;27;5;;receber;SP
191985;14656;2;08/01/2017 12:28;;64,90 ;;23;;;receber;SP
191993;14664;2;08/01/2017 13:05;;50,22 ;;29;;;receber;SP
191994;14665;2;08/01/2017 13:12;;28,75 ;;27;5;;retirar;SP
192012;14683;2;08/01/2017 15:29;;42,05 ;;21;5;;receber;SP
192013;14684;2;08/01/2017 15:30;;48,67 ;;23;;;receber;SP
192014;14685;2;08/01/2017 15:42;;105,41 ;;28;;;receber;SP
192036;14707;2;08/01/2017 18:09;;59,88 ;;21;;;receber;SP
192037;14708;2;08/01/2017 18:13;;59,76 ;;26;;;receber;SP
192038;14709;2;08/01/2017 18:35;;62,30 ;;21;;;receber;SP
192056;14727;2;08/01/2017 21:26;;53,14 ;;21;5;;receber;SP
192064;14735;3;09/01/2017 16:10;;32,45 ;;21;;;receber;SP
192065;14736;3;09/01/2017 16:28;;28,39 ;;21;;;receber;SP
192083;14754;3;09/01/2017 19:35;;77,88 ;;21;5;;receber;SP
192084;14755;3;09/01/2017 19:46;;29,34 ;;21;;;receber;SP
192085;14756;3;09/01/2017 20:07;;28,70 ;;21;;;receber;SP
192107;14778;3;10/01/2017 17:32;;117,42 ;;21;5;;receber;SP
192108;14779;3;10/01/2017 17:43;;32,45 ;;21;5;;receber;SP
192112;14783;3;10/01/2017 18:19;;35,42 ;;28;4;;receber;SP
192127;14798;3;10/01/2017 19:42;;39,82 ;;24;5;;receber;SP
192135;14806;3;10/01/2017 21:14;;59,76 ;;21;4;;receber;SP
192136;14807;3;10/01/2017 21:30;;28,75 ;;21;5;;receber;SP
192154;14825;3;11/01/2017 16:16;;38,33 ;;21;5;;receber;SP
192155;14826;3;11/01/2017 16:36;;32,45 ;;18;5;;receber;SP
192156;14827;3;11/01/2017 16:42;;57,50 ;;22;;;receber;SP
192178;14849;3;11/01/2017 19:15;;43,92 ;;21;5;;receber;SP
192182;14853;3;11/01/2017 19:36;;41,54 ;;21;5;;receber;SP
192183;14854;3;11/01/2017 19:38;;70,85 ;;21;;;receber;SP
192198;14869;3;11/01/2017 21:17;;48,82 ;;21;5;;receber;SP
192206;14877;3;11/01/2017 21:59;;42,05 ;;26;;;receber;SP
192207;14878;3;12/01/2017 09:41;;230,02 ;;23;5;;receber;SP
192225;14896;3;12/01/2017 15:38;;52,70 ;;21;5;;agendar;SP
192226;14897;3;12/01/2017 16:17;;86,11 ;;26;5;;receber;SP
192227;14898;3;12/01/2017 16:17;;57,50 ;;21;;;receber;SP
192252;14923;3;12/01/2017 19:16;;105,41 ;;21;;;receber;SP
192253;14924;3;12/01/2017 19:22;;32,54 ;;28;5;;receber;SP
192254;14925;3;12/01/2017 19:28;;43,92 ;;21;;;receber;SP
192272;14943;3;12/01/2017 21:15;;52,70 ;;21;;;receber;SP
192277;14948;3;12/01/2017 21:51;;56,40 ;;18;5;;receber;SP
192279;14950;3;12/01/2017 21:57;;28,70 ;;20;5;;receber;SP
192297;14968;3;13/01/2017 12:21;;28,59 ;;19;5;;receber;SP
192298;14969;3;13/01/2017 12:27;;64,90 ;;28;5;;receber;SP
192299;14970;3;13/01/2017 13:19;;64,90 ;;18;5;;receber;SP
192324;14995;3;13/01/2017 16:33;;32,54 ;;25;5;;receber;SP
192325;14996;3;13/01/2017 16:45;;32,45 ;;25;5;;receber;SP
192326;14997;3;13/01/2017 16:51;;57,50 ;;25;;;receber;SP
192344;15015;3;13/01/2017 18:18;;32,45 ;;22;;;receber;SP
192349;15020;3;13/01/2017 18:33;;89,88 ;;24;;;receber;SP
192353;15024;3;13/01/2017 18:49;;35,42 ;;23;5;;receber;SP
192370;15041;3;13/01/2017 19:50;;59,76 ;;21;5;;receber;SP
192371;15042;3;13/01/2017 19:50;;48,82 ;;30;;;receber;SP
192375;15046;3;13/01/2017 20:01;;48,67 ;;18;5;;receber;SP
192397;15068;3;13/01/2017 20:57;;47,81 ;;22;;;receber;SP
192398;15069;3;13/01/2017 21:00;;29,88 ;;26;5;;receber;SP
192399;15070;3;13/01/2017 21:00;;71,90 ;;25;;;receber;SP
192417;15088;3;13/01/2017 22:06;;42,05 ;;30;;;receber;SP
192425;15096;3;13/01/2017 22:34;;43,92 ;;21;;;receber;SP
192426;15097;3;13/01/2017 22:35;;30,30 ;;29;;;receber;SP
192441;15112;3;14/01/2017 00:54;;34,46 ;;26;;;receber;SP
192445;15116;3;14/01/2017 08:12;;1.141,90 ;;22;5;;receber;SP
192446;15117;3;14/01/2017 08:27;;28,51 ;;23;;;receber;SP
192470;15141;3;14/01/2017 12:20;;28,75 ;;25;5;;receber;SP
192471;15142;3;14/01/2017 12:32;;105,41 ;;21;5;;receber;SP
192472;15143;3;14/01/2017 12:36;;28,67 ;;22;;;receber;SP
192492;15163;3;14/01/2017 14:50;;28,39 ;;21;5;;receber;SP
192501;15172;3;14/01/2017 15:22;;35,14 ;;24;;;receber;SP
192502;15173;3;14/01/2017 15:25;;35,95 ;;25;;;receber;SP
192520;15191;3;14/01/2017 16:47;;64,90 ;;28;;;receber;SP
192521;15192;3;14/01/2017 16:49;;28,68 ;;21;5;;receber;SP
192522;15193;3;14/01/2017 16:49;;38,33 ;;21;5;;receber;SP
192545;15216;3;14/01/2017 17:54;;32,45 ;;18;5;;receber;SP
192546;15217;3;14/01/2017 17:59;;39,14 ;;21;5;;receber;SP
192547;15218;3;14/01/2017 18:01;;32,45 ;;27;5;;receber;SP
192565;15236;3;14/01/2017 19:06;;32,45 ;;19;;;receber;SP
192573;15244;3;14/01/2017 19:25;;29,88 ;;21;;;receber;SP
192574;15245;3;14/01/2017 19:25;;53,14 ;;19;5;;receber;SP
192592;15263;3;14/01/2017 20:12;;29,90 ;;22;5;;receber;SP
192593;15264;3;14/01/2017 20:17;;28,70 ;;21;5;;receber;SP
192594;15265;3;14/01/2017 20:21;;28,70 ;;20;;;receber;SP
192616;15287;3;14/01/2017 21:29;;59,76 ;;21;5;;receber;SP
192617;15288;3;14/01/2017 21:30;;28,73 ;;18;;;receber;SP
192621;15292;3;14/01/2017 21:40;;29,16 ;;21;;;receber;SP
192637;15308;3;14/01/2017 22:26;;38,34 ;;21;5;;receber;SP
192645;15316;3;14/01/2017 22:49;;59,76 ;;26;5;;receber;SP
192646;15317;3;14/01/2017 22:50;;32,54 ;;21;;;receber;SP
192667;15338;3;15/01/2017 00:44;;52,70 ;;20;5;;receber;SP
192668;15339;3;15/01/2017 01:03;;43,92 ;;20;;;receber;SP
192669;15340;3;15/01/2017 02:25;;28,68 ;;29;5;;receber;SP
192691;15362;3;15/01/2017 11:54;;29,88 ;;26;;;receber;SP
192695;15366;3;15/01/2017 12:02;;32,45 ;;22;;;receber;SP
192696;15367;3;15/01/2017 12:04;;28,66 ;;22;;;receber;SP
192711;15382;3;15/01/2017 13:02;;29,88 ;;30;;;receber;SP
192719;15390;3;15/01/2017 13:33;;28,21 ;;23;5;;receber;SP
192720;15391;3;15/01/2017 13:38;;43,13 ;;28;5;;receber;SP
192738;15409;3;15/01/2017 15:01;;62,30 ;;20;5;;receber;SP
192739;15410;3;15/01/2017 15:06;;40,18 ;;19;5;;receber;SP
192740;15411;3;15/01/2017 15:14;;32,45 ;;27;5;;retirar;SP
192765;15436;3;15/01/2017 17:31;;29,88 ;;29;5;;receber;SP
192766;15437;3;15/01/2017 17:32;;63,07 ;;29;5;;receber;SP
192767;15438;3;15/01/2017 17:40;;32,45 ;;19;;;receber;SP
192785;15456;3;15/01/2017 19:18;;29,88 ;;26;5;;receber;SP
192790;15461;3;15/01/2017 19:47;;30,54 ;;19;5;;receber;SP
192791;15462;3;15/01/2017 19:49;;70,16 ;;21;;;receber;SP
192809;15480;4;16/01/2017 15:33;;31,94 ;;21;;;receber;SP
192810;15481;4;16/01/2017 16:01;;928,08 ;;22;5;;receber;SP
192811;15482;4;16/01/2017 16:02;;28,98 ;;21;5;;receber;SP
192836;15507;4;17/01/2017 07:49;;210,24 ;;26;;;agendar;SP
192837;15508;4;17/01/2017 07:50;;210,24 ;;26;5;;agendar;SP
192838;15509;4;17/01/2017 08:38;;136,64 ;;21;;;agendar;SP
192856;15527;4;17/01/2017 18:05;;57,50 ;;19;;;receber;SP
192861;15532;4;17/01/2017 18:25;;36,99 ;;21;;;receber;SP
192865;15536;4;17/01/2017 18:48;;29,96 ;;21;;;receber;SP
192880;15551;4;17/01/2017 20:32;;43,91 ;;21;;;receber;SP
192881;15552;4;17/01/2017 20:37;;28,75 ;;21;;;receber;SP
192885;15556;4;17/01/2017 21:31;;28,70 ;;24;;;receber;SP
192907;15578;4;18/01/2017 15:25;;32,54 ;;21;;;receber;SP
192908;15579;4;18/01/2017 15:33;;28,75 ;;21;;;receber;SP
192909;15580;4;18/01/2017 15:38;;32,45 ;;27;;;retirar;SP
192927;15598;4;18/01/2017 18:52;;38,34 ;;21;5;;receber;SP
192935;15606;4;18/01/2017 19:28;;30,32 ;;33;5;;receber;RJ
192936;15607;4;18/01/2017 19:32;;28,75 ;;25;5;;receber;SP
192951;15622;4;18/01/2017 21:46;;53,14 ;;21;;;receber;SP
192955;15626;4;18/01/2017 23:15;;29,50 ;;30;;;receber;SP
192956;15627;4;19/01/2017 10:34;;32,45 ;;23;5;;receber;SP
192978;15649;4;19/01/2017 17:00;;115,01 ;;27;;;receber;SP
192979;15650;4;19/01/2017 17:03;;28,72 ;;33;5;;receber;RJ
192980;15651;4;19/01/2017 17:05;;32,45 ;;28;5;;receber;SP
192998;15669;4;19/01/2017 19:01;;68,93 ;;21;5;;receber;SP
193006;15677;4;19/01/2017 19:51;;28,03 ;;26;1;;receber;SP
193007;15678;4;19/01/2017 19:52;;32,54 ;;30;5;;receber;SP
193025;15696;4;19/01/2017 22:51;;35,95 ;;21;;;receber;SP
193026;15697;4;19/01/2017 23:29;;30,32 ;;33;4;;receber;RJ
193027;15698;4;19/01/2017 23:43;;28,68 ;;26;;;receber;SP
193049;15722;4;20/01/2017 16:43;;70,85 ;;30;;;receber;SP
193050;15723;4;20/01/2017 16:46;;28,78 ;;28;;;receber;SP
193051;15725;4;20/01/2017 17:00;;42,50 ;;25;;;receber;SP
193069;15744;4;20/01/2017 18:11;;44,72 ;;21;;;receber;SP
193077;15752;4;20/01/2017 18:29;;32,45 ;;27;;;retirar;SP
193078;15753;4;20/01/2017 18:30;;30,06 ;;33;5;;receber;RJ
193096;15771;4;20/01/2017 18:49;;63,07 ;;21;;;receber;SP
193097;15772;4;20/01/2017 18:51;;68,93 ;;25;5;;receber;SP
193098;15773;4;20/01/2017 18:52;;68,93 ;;21;;;receber;SP
193120;15795;4;20/01/2017 19:59;;30,62 ;;33;5;;receber;RJ
193121;15796;4;20/01/2017 20:00;;28,38 ;;33;;;receber;RJ
193125;15800;4;20/01/2017 20:05;;81,12 ;;27;5;;receber;SP
193140;15815;4;20/01/2017 20:44;;35,14 ;;21;5;;receber;SP
193148;15823;4;20/01/2017 20:57;;37,99 ;;27;;;receber;SP
193149;15824;4;20/01/2017 20:57;;57,41 ;;24;;;receber;SP
193167;15842;4;20/01/2017 21:44;;100,61 ;;21;4;;receber;SP
193168;15843;4;20/01/2017 21:49;;22,50 ;;20;5;;receber;SP
193169;15844;4;20/01/2017 21:50;;67,10 ;;21;5;;receber;SP
193191;15866;4;20/01/2017 23:43;;51,92 ;;21;5;;receber;SP
193195;15870;4;21/01/2017 00:36;;84,10 ;;20;;;receber;SP
193196;15871;4;21/01/2017 02:20;;42,05 ;;30;5;;receber;SP
193211;15886;4;21/01/2017 11:32;;435,52 ;;21;;;receber;SP
193219;15894;4;21/01/2017 12:36;;105,41 ;;21;2;;receber;SP
193220;15895;4;21/01/2017 12:40;;28,75 ;;25;5;;receber;SP
193238;15913;4;21/01/2017 14:24;;32,45 ;;28;;;receber;SP
193239;15914;4;21/01/2017 14:35;;28,39 ;;22;;;receber;SP
193240;15915;4;21/01/2017 14:42;;45,92 ;;21;5;;receber;SP
193265;15940;4;21/01/2017 16:15;;30,67 ;;21;;;receber;SP
193266;15941;4;21/01/2017 16:17;;37,86 ;;21;;;receber;SP
193267;15942;4;21/01/2017 16:28;;28,72 ;;21;5;;receber;SP
193285;15960;4;21/01/2017 17:02;;115,01 ;;23;5;;receber;SP
193290;15965;4;21/01/2017 17:04;;527,04 ;;21;;;retirar;SP
193291;15966;4;21/01/2017 17:05;;527,04 ;;21;;;retirar;SP
193309;15984;4;21/01/2017 17:24;;42,05 ;;20;3;;receber;SP
193310;15985;4;21/01/2017 17:29;;32,45 ;;25;5;;receber;SP
193311;15986;4;21/01/2017 17:33;;32,45 ;;25;;;retirar;SP
193336;16011;4;21/01/2017 18:26;;63,07 ;;21;;;receber;SP
193337;16012;4;21/01/2017 18:33;;107,23 ;;21;5;;receber;SP
193338;16013;4;21/01/2017 18:34;;68,93 ;;30;5;;receber;SP
193356;16031;4;21/01/2017 19:12;;56,92 ;;20;;;receber;SP
193361;16036;4;21/01/2017 19:23;;89,64 ;;25;;;receber;SP
193365;16040;4;21/01/2017 19:30;;59,50 ;;24;;;receber;SP
193380;16055;4;21/01/2017 19:51;;31,94 ;;21;5;;receber;SP
193381;16056;4;21/01/2017 19:53;;61,80 ;;21;5;;receber;SP
193385;16060;4;21/01/2017 19:58;;52,70 ;;21;5;;receber;SP
193407;16082;4;21/01/2017 20:53;;32,45 ;;20;5;;receber;SP
193408;16083;4;21/01/2017 20:54;;57,41 ;;28;5;;receber;SP
193409;16084;4;21/01/2017 20:55;;32,74 ;;25;;;receber;SP
193427;16102;4;21/01/2017 21:45;;40,37 ;;30;5;;retirar;SP
193435;16110;4;21/01/2017 21:55;;42,32 ;;21;5;;receber;SP
193436;16111;4;21/01/2017 21:55;;32,45 ;;23;;;receber;SP
193451;16126;4;21/01/2017 23:09;;47,92 ;;24;5;;receber;SP
193455;16130;4;21/01/2017 23:23;;65,89 ;;20;4;;receber;SP
193456;16131;4;21/01/2017 23:26;;89,64 ;;26;;;receber;SP
193478;16153;4;22/01/2017 11:39;;28,75 ;;22;;;receber;SP
193479;16154;4;22/01/2017 11:41;;34,46 ;;29;5;;receber;SP
193480;16155;4;22/01/2017 12:01;;34,46 ;;30;4;;receber;SP
193498;16173;4;22/01/2017 13:36;;31,94 ;;18;;;receber;SP
193506;16181;4;22/01/2017 14:45;;32,45 ;;27;;;retirar;SP
193507;16182;4;22/01/2017 15:03;;42,05 ;;20;4;;receber;SP
193525;16200;4;22/01/2017 16:21;;47,76 ;;23;5;;receber;SP
193526;16201;4;22/01/2017 16:23;;42,05 ;;21;5;;receber;SP
193527;16202;4;22/01/2017 16:26;;32,54 ;;21;;;receber;SP
193549;16224;4;22/01/2017 18:16;;68,69 ;;21;;;receber;SP
193550;16225;4;22/01/2017 18:18;;55,90 ;;21;5;;receber;SP
193551;16226;4;22/01/2017 18:28;;31,15 ;;21;5;;receber;SP
193569;16244;4;22/01/2017 21:05;;28,70 ;;20;;;receber;SP
193577;16252;4;22/01/2017 23:13;;34,46 ;;33;;;receber;RJ
193578;16253;4;22/01/2017 23:45;;53,40 ;;26;5;;receber;SP
193596;16271;5;23/01/2017 18:16;;32,45 ;;23;5;;receber;SP
193597;16272;5;23/01/2017 18:33;;32,45 ;;21;5;;receber;SP
193598;16273;5;23/01/2017 18:35;;47,92 ;;21;;;receber;SP
193620;16295;5;24/01/2017 09:51;;32,45 ;;18;5;;receber;SP
193621;16296;5;24/01/2017 11:27;;77,39 ;;18;5;;receber;SP
193625;16300;5;24/01/2017 14:19;;30,74 ;;21;5;;receber;SP
193640;16315;5;24/01/2017 16:31;;164,98 ;;21;;;receber;SP
193648;16323;5;24/01/2017 17:26;;52,70 ;;25;5;;receber;SP
193649;16324;5;24/01/2017 17:34;;38,34 ;;25;5;;receber;SP
193667;16342;5;24/01/2017 19:09;;28,63 ;;19;5;;receber;SP
193668;16343;5;24/01/2017 19:10;;31,94 ;;21;;;receber;SP
193669;16344;5;24/01/2017 19:15;;35,52 ;;21;;;receber;SP
193691;16366;5;24/01/2017 20:28;;34,46 ;;29;5;;receber;SP
193695;16370;5;24/01/2017 20:45;;29,38 ;;21;;;receber;SP
193696;16371;5;24/01/2017 20:45;;32,45 ;;28;;;receber;SP
193711;16386;5;24/01/2017 21:33;;65,44 ;;27;;;receber;SP
193719;16394;5;24/01/2017 22:06;;51,92 ;;21;5;;receber;SP
193720;16395;5;24/01/2017 22:06;;105,41 ;;21;5;;receber;SP
193738;16413;5;24/01/2017 23:38;;26,35 ;;21;;;receber;SP
193739;16414;5;24/01/2017 23:48;;51,92 ;;20;;;receber;SP
193740;16415;5;24/01/2017 23:49;;29,14 ;;20;;;receber;SP
193765;16440;5;25/01/2017 12:09;;48,02 ;;27;5;;receber;SP
193766;16441;5;25/01/2017 12:22;;32,45 ;;28;5;;receber;SP
193767;16442;5;25/01/2017 12:26;;33,54 ;;25;5;;receber;SP
193785;16460;5;25/01/2017 15:08;;52,70 ;;25;;;receber;SP
193790;16465;5;25/01/2017 15:24;;47,92 ;;24;;;receber;SP
193791;16466;5;25/01/2017 15:25;;34,46 ;;29;;;receber;SP
193809;16484;5;25/01/2017 16:57;;28,14 ;;20;5;;receber;SP
193810;16485;5;25/01/2017 16:59;;32,45 ;;28;;;receber;SP
193811;16486;5;25/01/2017 17:03;;32,54 ;;21;5;;receber;SP
193836;16511;5;25/01/2017 18:09;;31,11 ;;25;;;receber;SP
193837;16512;5;25/01/2017 18:23;;28,63 ;;30;;;receber;SP
193838;16513;5;25/01/2017 18:25;;65,09 ;;21;;;receber;SP
193856;16531;5;25/01/2017 19:18;;93,10 ;;25;5;;receber;SP
193861;16536;5;25/01/2017 19:35;;35,42 ;;21;5;;receber;SP
193865;16540;5;25/01/2017 19:48;;57,50 ;;21;;;receber;SP
193880;16555;5;25/01/2017 21:50;;32,45 ;;28;;;receber;SP
193881;16556;5;25/01/2017 21:51;;38,74 ;;21;5;;receber;SP
193885;16560;5;25/01/2017 22:31;;28,70 ;;33;;;receber;RJ
193909;16584;5;26/01/2017 20:00;;34,46 ;;30;5;;receber;SP
193910;16585;5;26/01/2017 20:14;;86,26 ;;29;5;;receber;SP
193911;16586;5;26/01/2017 20:16;;31,15 ;;21;5;;receber;SP
193929;16604;5;27/01/2017 11:36;;31,41 ;;26;5;;receber;SP
193937;16612;5;27/01/2017 14:14;;115,01 ;;21;5;;receber;SP
193938;16613;5;27/01/2017 14:27;;151,27 ;;21;5;;receber;SP
193953;16628;5;27/01/2017 16:14;;28,39 ;;21;5;;receber;SP
193958;16633;5;27/01/2017 16:48;;115,01 ;;25;;;receber;SP
193959;16634;5;27/01/2017 16:54;;30,60 ;;27;5;;receber;SP
193982;16657;5;27/01/2017 17:58;;265,34 ;;21;5;;receber;SP
193983;16658;5;27/01/2017 18:05;;32,45 ;;23;;;receber;SP
193984;16659;5;27/01/2017 18:05;;55,92 ;;21;5;;receber;SP
194003;16678;5;27/01/2017 18:50;;32,45 ;;18;5;;receber;SP
194011;16686;5;27/01/2017 19:15;;72,77 ;;21;5;;receber;SP
194013;16688;5;27/01/2017 19:17;;28,08 ;;29;5;;receber;SP
194031;16706;5;27/01/2017 20:10;;51,90 ;;21;5;;receber;SP
194032;16707;5;27/01/2017 20:12;;40,68 ;;20;5;;receber;SP
194033;16708;5;27/01/2017 20:13;;57,50 ;;25;;;receber;SP
194055;16730;5;27/01/2017 21:05;;32,45 ;;28;;;receber;SP
194056;16731;5;27/01/2017 21:05;;53,42 ;;19;;;receber;SP
194057;16732;5;27/01/2017 21:08;;67,97 ;;29;;;receber;SP
194075;16750;5;27/01/2017 21:58;;62,29 ;;21;5;;receber;SP
194083;16758;5;28/01/2017 02:33;;47,24 ;;26;5;;receber;SP
194084;16759;5;28/01/2017 08:24;;32,45 ;;27;5;;retirar;SP
194102;16777;5;28/01/2017 10:55;;162,24 ;;28;5;;receber;SP
194103;16778;5;28/01/2017 11:00;;28,39 ;;23;;;receber;SP
194104;16779;5;28/01/2017 11:05;;132,21 ;;21;;;receber;SP
194126;16801;5;28/01/2017 13:22;;62,30 ;;19;5;;receber;SP
194127;16802;5;28/01/2017 13:29;;47,30 ;;21;;;receber;SP
194131;16806;5;28/01/2017 13:45;;63,07 ;;24;1;;receber;SP
194146;16821;5;28/01/2017 14:53;;29,92 ;;21;;;receber;SP
194154;16829;5;28/01/2017 15:22;;44,92 ;;19;5;;receber;SP
194155;16830;5;28/01/2017 15:26;;44,55 ;;21;;;receber;SP
194173;16848;5;28/01/2017 16:26;;57,50 ;;21;5;;receber;SP
194174;16849;5;28/01/2017 16:27;;76,90 ;;27;;;retirar;SP
194175;16850;5;28/01/2017 16:28;;69,14 ;;20;5;;receber;SP
194199;16874;5;28/01/2017 17:42;;32,45 ;;22;5;;receber;SP
194203;16878;5;28/01/2017 17:45;;52,70 ;;20;5;;receber;SP
194205;16880;5;28/01/2017 17:48;;129,79 ;;19;5;;receber;SP
194220;16895;5;28/01/2017 18:44;;31,15 ;;19;5;;receber;SP
194228;16903;5;28/01/2017 19:02;;33,50 ;;33;;;receber;RJ
194229;16904;5;28/01/2017 19:04;;82,40 ;;21;;;receber;SP
194247;16922;5;28/01/2017 19:51;;34,90 ;;19;5;;receber;SP
194248;16923;5;28/01/2017 19:55;;42,05 ;;23;;;receber;SP
194249;16924;5;28/01/2017 19:55;;44,98 ;;20;5;;receber;SP
194276;16951;5;28/01/2017 20:59;;32,54 ;;24;5;;receber;SP
194277;16952;5;28/01/2017 21:00;;31,15 ;;21;5;;receber;SP
194278;16953;5;28/01/2017 21:03;;118,66 ;;33;;;receber;RJ
194297;16972;5;28/01/2017 21:43;;32,45 ;;23;;;receber;SP
194302;16977;5;28/01/2017 22:11;;38,34 ;;24;;;receber;SP
194303;16978;5;28/01/2017 22:21;;31,15 ;;20;;;receber;SP
194321;16996;5;28/01/2017 23:42;;63,07 ;;20;;;receber;SP
194322;16997;5;28/01/2017 23:57;;52,66 ;;20;5;;receber;SP
194323;16998;5;29/01/2017 00:10;;42,05 ;;26;4;;receber;SP
194350;17025;5;29/01/2017 11:30;;28,68 ;;25;;;receber;SP
194351;17026;5;29/01/2017 11:42;;35,95 ;;27;;;receber;SP
194352;17027;5;29/01/2017 11:59;;33,54 ;;19;;;receber;SP
194370;17045;5;29/01/2017 13:01;;109,44 ;;25;5;;receber;SP
194375;17050;5;29/01/2017 13:18;;29,74 ;;21;;;receber;SP
